@Underwalt @MsShandraRae @kateplusmy8 mr. walt, stop being a bully.	1
Paula, Kiersten and LJ's song about bullying. Great job! (Uploading more videos now.) http://fb.me/ASIm1gw1	0
@katie_ogden @boybandslut @StephWall27 @BAMitsSHAZ @xstephhh_ I was not bullying her! She's trying to steal Jean Martyn from meee! :'( xx	1
This is actually bullying , I want Wenger to watch this and fucking hold every piece of criticism that comes ! #RAGE	1
If I'm not happy with my classes this week, I'm gonna take the role as a bully and be an asshole. Watch out lower-classmen. It will be ugly.	0
@JJS1994_ stop bullying me	1
@ninjacodemonkey totally.  on one hand the retaliatory nature is pissy, on the other is great to see that bully-stick smackdown.	0
@lucy_robbo yes on thur, she said she might, we'll bully in revs. I dunno I have no friends hahaha	0
theres going to be bullys and ignorant people out there thats goi to spread lies about u or bully u,well DONT let it get u down	0
@TrickyStewart Hey!(: We Are Beliebers!(: Can YouTell BIEBER To Tweet Us!(: My Friend Has Been Bullied And Needs Cheered Up!XD	1
don't you get it? This is me getting rid of you. Hahaha #BULLY	1
The Bully at School Goes High Tech – Part 1:  The Section of State and Local Government Law of the Am... http://t.co/DGWXoKd #slaw #law	0
Follow-Up to ' Signs Your Child Might Be Getting Bullied' #moms #dads http://t.co/vsfXkHD #parenting #kids	0
WED at 8pm on #LETITBEKNOWNLIVERADIO our Discussion "Violence among the YOUTH PT 2..... Bullying, Gang Violenc… (cont) http://deck.ly/~ZN88q	0
Damm I think I'm slick bully this dude always offering shit to avoid me for roasting his ass LoL	1
@BillyBlancO_ @DjLBully nigga used to be a real herbalist bully idk wham ah deal with	0
Georgetown got there asses kicked but china.. Bull got cleaned up with a chair	0
@samGarvaux  Mostly I agree with @Shoq.  Having strong opinions does not make one a bully. Just passionate.	0
I entered an AMZN 175/165 bull put spread for September. I am looking for 195 to go further long calls.	0
@Looweihao @haoyangg @sleepybed Hello, since when i got bully people? Never physically you know! :( Criminal is not supposed to be me..	0
@chelseabieber95 duuuuude. cyber bully much? I just read some of the tweets. how did it even start	1
http://t.co/XHtRPSc @planetjedward anti-bullying campaign	0
@bbuk @brianofficial bobby needs threw out that is disgusting #sweatgate #bully	0
Stop Bullying Ppl Old America	0
Three bully vans just went past Candace's Lewisham riots are starting again lordddddd	0
In high school, it's bullying. But in a professional setting, it's harassment.	0
News from PrayerThatHeals.org - A spiritual defense against bullying http://t.co/wkmbwMA #constantcontact	0
i SWEAR I HAVE THE SWEETEST BOO IN THE WORLD, WHEN WE NOT BULLYING ME &lt;3	1
For those keeping score at home- cousin who just had massive heart-attack is trying to bully the doctors into letting her out one day early.	1
http://t.co/nbBZDxf Please help to stop workplace bullying	0
#gymflow as my sister just showed off her push to start kia! Def gonna have to get something new soon! Or just bully hers	0
@bellathorne143 i herd that you got bullied when you was 6 years old and i feel bad,are you ok	1
@rizky_yulianisa @bobyandika I can only wish the way you guys express isn't by bullying, but I really can't be picky right now. *hugs*	1
@littlecbeadles Stop Bullying !!! I LOVE YOU SO MUCH,FOLLOW ME PLASE? #yesIcan 59	1
BETTER ANTI-BULLYING AD SLOGANS: Hey, Bullies. Since it HAS to be you our us, we'll send flowers	0
This year's bully target : the shah rukh khan wannabe, @DikFerr muahahaha http://t.co/oWwfWvy	0
#SleepnSync: Make sure that your child is being bullied and not just bothered in a non-recurring way. #Bullying http://ow.ly/6ajMN	0
@LordFIMM @bentleysbird @candida6 I unfollowed AvonSpurs a few days ago as believe he's  a cyber bully & a complete cock. I stand by it.	1
i think teuk went to hit someone because someone was bullying donghae? then when they went back, manager-hyun… (cont) http://t.co/9OtXplM	0
I liked a @YouTube video http://t.co/JSrbRSp Bully Cat Stuffs Cat In Box	0
@lifeofagreat1 gamestop bully	0
De Gea needs to eat some pies, gonna get bullied on crosses and corners	0
Join Elise in one hour at her new time.  Todays topic #Cyberbullying vs #Bullying for kids on the spectrum #Autism #ASD  #tck	0
@ryanbyrd @arkychicky maybe "bullying" is a better word than "internet rape"?	0
@kieran_yates I know - so cute. Love the way he spinelessly dives in to being a bully to win the girl!	0
America;the bully.	0
My 6 yo son is being bullied. It's really hard to know what to do. I'm shocked that it happens this early, this young. #canofbullies	1
@Waterfalls_Mh bully	0
I favorited a @YouTube video http://t.co/gwAHqri Bully Cat Stuffs Cat In Box	0
@randvalentine seriously lol how ppl tryna bully there ?? Takin lunch money or what	0
[EN] Conservative MP’s Family Falls Victim to Online Bullying: http://t.co/emqbRt0	0
http://t.co/XzO00sm Stand Up Day (stand up to bullying November 14)	0
#DeadpoolSays bullying is wrong, wait, scratch that... Bullying Is FUN!	0
@thatcountenance @Lweiting she bully me :(	1
rebecca black has been bullied out of school but that's what you get when you make crap songs	1
cesser l'intimidation - stop bullying.	0
Children with severe #foodallergy bullied - story in the Mail - http://t.co/q3kijVj	0
@Mkaygreene is a bully	1
@Rannnny_x bully!	1
@jessiejofficial Whos Laughing Now Is A Great Song The Words Describe Me I Always Get Bullied @ Skool Just Like u Was Follow And Tweet Me? 1	1
@JusLick_Kay Quit Bullying Them	1
" Never be bullied into silence. Never allow yourself to be made a victim. Accept no one's definition of your life; define yourself."	0
Kids' bullying is an ADULT problem.  Learn more about the role adults play in Bullying Epidemic: Not Just Child's Play. Coming Sept 2011.	0
Also, wishing Nick would die from diabetes? THAT'S LOW. And then you claim to be against bullying.. Yeah right!	0
Photoset: › “…he’s sensitive, people bully him, too, and he feels lonely and hasn’t got anybody to talk to,... http://tumblr.com/xxv3y1zfg7	0
A common -MYTH- about #Bullying in schools-  ' It's just kids being kids' #education #moms #parents #dads	0
In the saga of the bullies: no, I won't allow your kid to bully mine in the grocery store while you watch. #mamabear	1
@vivjones10 haha! They're actually pictures from an anti-bullying campaign, blessem	0
[CL7] Who bully jjongie?!!! *angry* http://t.co/tZTFCbX	1
Documentary about bullying of gays showing at Newbury Park community forum Aug 19th http://bit.ly/qODBSo	0
Then I thought he bullied me because he loved me, but he prooved I was wrong , one more time.	1
@NadiraGandhi rip wat r u threatenin me on tha web u bully	0
U all should whatch this video about bullying, and help take apart in ending it http://t.co/XVsagvI @bellathorne143	0
@YungPaidBlessed , He Used To Bully Yall In The Bathroom , Ll	1
Lls im out she aint rockin thats wat im talkin bout bully	0
@tearsellingboy im sorry will u stop bullying me now im having a heart attack!	1
@LysaTerKeurst Whoa! this is the deepest truth of all - DON'T BE YOUR OWN BULLY! Truth will silence toxic thoughts & words!	0
One day, our OCs get bullied at school. What's their reaction? @sasunarukawaii @uchimouchi @Algarich @HarunoMizuhime @michiryan	0
@DemiSelenaArmy @TheDLNation @mrDdlovato I was never really bullied by other kids, but I had to deal with simi… (cont) http://t.co/ump5IpO	0
@vickafarahdiba Tul bgt,mb..Say NO to Bullying	0
@pete_zar that wasn't bullies that was a random attack :L and lol, you, bully me? don't even pretend you do :L	1
She scratches and claws me when clearly there's a guy next to her that's easy to bully -__-	0
@KabThaDon bro i listen to numbers every morning real bully issh	0
i wish the whole bulling-everything-that-breathes fad would go out tho #realtalk	0
@PaytonRaeMusic i love your stomp out bullying video! very inspirational(: i think i will enter...♥ http://t.co/C6NqqwC)	0
played Bully: Scholarship Edition (360) in the last 24 hours. http://t.co/idp64dt	0
@ChronIcVamPz I actually got bullied myself as well and tbh I don't really wanna talk about it &gt;.&lt;	1
I guess when their backs are up against the wall J&J show their true colors. Jeff=Bully Jordan=Spoiled Brat #CBSBigBrother #sad	1
This sat Club Gravity! 'Bedroom Bully' Music by Hot 97 & Power 105.1 Everyone free before 12  http://t.co/vw1RueY ;..	0
What is this I hear about cyber-bullying. #GrammarNAZIs, tell your leader Alphabet Hitler that his days of #evildoing are numbered!!!	0
@HilzFuld i disagree again- naked women is not a form of protest against bullying, its cheap.	0
The 64 was the school bully with its crude graceless blocky graphics, the Speccy the beautiful underdog with its charming colour clash.	0
The Article Bully Domination System – Grab Your Copy TODAY! http://t.co/AbvR1OE	0
@Richdolarz keep comin at @AYEVERB  so he can get some views i hate a nigga dat try to get on dat bully shit to make they self look good	0
@JeffersonObama The Bully on the Pulpit.  #ChrisChristiePresidentialTourBusName #p2	0
@dannysuarez20 awwww bully... don't let that bring you down!:/	0
@AHankeyPankey name calling isnt nice and it's bullying too #stupid lol	0
@nolan_aurelia he's a dick to the bully lmaoo that's great, there's on when the dude gets ko'd	0
Today was waaay better but got bullied by my lockers but no big deal....	1
Just Saw A Video On YouTube About A Little Boy Bullying A Big Ass Boy . Personally I Think EveryBody Story Is BS . I Wanna No What Happened	0
#WorstThingInTheWorld bullying.	0
I strongly dislike people who think they can bully people just because they are different.	0
Cyber bullying and sexting a growing trend among teens: Students across the county are back in school this week,... http://t.co/L5u4q6W	0
'Friday' Singer Rebecca Black to Be Homeschooled After Verbal Bullying - FoxNews.com: http://goo.gl/k0QGS #rebeccablack #homeschool	0
@Tyler_Tyty *bullied	0
@Tori_1098 @vincastronovo @dapitbull63 @austinmahone lmfao ur crying bc u died. SO SELFISH!!! lol jk jk ;P	0
SF Schools Expand Bullying Prevention Program - KDLT News http://t.co/9A1q9qt	0
Brodie’s law to be used to cut out school bullying – Sydney Morning Herald: Students or parents involved in cybe... http://t.co/sVTK3gy	0
@all_lightskin24 follow bck bully	0
Fresno Bully Rescue. CA. Be sure to check out our website to see all the latest adoptable dogs at our shelter... http://t.co/35uSGwB	0
i usually can stand jim gray but today i was rooting for him to bully that inept ref #boxing @AntonioTarver	0
@CassJoann Hahahah xD Me haces bullying	0
Quelling a bully screed... Educating voters... Helping shed some blue light in a red state... Best Sunday in a long time.	0
"Never be bullied into silence. Never allow yourself to be made a victim. Accept no one’s definition of..." http://t.co/HFVW8Mv	0
@DNas shyt iono.. i got hella shyt.. esp rockstar.. off the top of my head, the gta's..bully..re4..PrinceOfPersias..TwistedMetalBlack..etc	0
@macstein no jor, I bully Ў☺ΰ in a subtle way, leave d details to me	0
I just kick over a homeless dude house......  I'm such a bully #thugLife	1
@catherinebray STOP BULLYING YOUR MUM ABOUT HER GUMS	1
Bullying Victims See Lower GPAs, Particularly High Achieving Blacks and Latinos, Study Shows http://t.co/WEa5ieQ	0
@vdashbrown No bully	0
That wass my babee / BULLY ! ( :	0
I'm being bullied by @2amv (-_-) ...	1
@mtvnews Do you have any advice for a girl who gets bullied a lot at school??? How do you stay so confident?? #MTVGaga	0
@Imkidrauhl_ Haters gonna hate because they are jealous! I get bullied & I know how it feels but please put a smile on your face?:) &lt;3	1
Being bullied into admitting someone's cute, never thought that would happen :|	1
i want to be a cyber-bully, which of you losers is going to tell me how to go about it, please.	0
Tehachapi Unified School District makes major policy changes. #SethWalsh #bullying #education http://ow.ly/64c2O	0
BULLYING is NOT ok. I really want everyone to get a long. This is such a big problem all around the world! #StopBullying	0
#FF THIS PERSON WAS BULLIED BY JESSICA AND THOSE WHO DON'T LIKE OR TALK TO JESSICA SHOULD FOLLOW THIS TWITTER OK. - @jessicahate	1
Yeah, that should put an end to the bullying - I know it’s Thursday, Thursday, but I gotta post this on... http://tumblr.com/xbr4164lxe	0
#ThingsWeNeedToChange Bullying between teenagers! Definitely is what I think we need to change	0
@J2ocean all you do is bully me :(	1
@Rissuh123 awe! hahah how cute. i hate the mostttt when kids bully him, i seriously want to strangle them all. -___-	1
Victim response may be key to curb bullying, study says http://t.co/xp2HSme	0
@HuffingtonPost being black and being bullied in America is nothing new to the majority of black people #dontfetit	1
This little boy bulling his baby brother ,	1
So today in my teen leadership class, this girl started crying cuz she's getting bullied. She almost took her life. Words hurt #stopbullying	1
@JKility Yeaah I am! and im younger than you, you're being bullied by someone younger, thats even funnier. &gt;:D ahaha	1
@biancagabardo bullying detected	0
My friends are some bullies btw lolx they get a kick out of bullying smh #randomthought	1
Bully!	0
Bullying is my ability. But, gotta hide that from my new school	1
@TedCollins83 No...just bully pits. From what I remember the Johnson Line are good Am Bulldog. If u just want a pet id try a rescue.	0
@owillis @rootless_e don't know their plan so weak leaders they r like follwers on school payground they go after the kid the bully go after	0
@scatch21 @briannufc haha scatch #JustSayin #bullied #nufc #football	0
America loves the underdog as an archetype, but is itself far removed from the actuality of being the underdog. We are the bully.	0
Dear hair, now ur just being a bully! #leavemyfacealone!	0
Sure this bus is the early teen bully bus :@	0
Christian Bully?: A local St. Mary's County woman recently confronted a grieving father about an unsubstantiate... http://t.co/7sYw98q	0
#bieberfact Justin has been a victim of cyber bullying!!!! :(	1
Lmao XD "@Cycokid22: Lol Rebecca Black got homeschooled for being bullied alot."	0
#Np Bully - Three Days Grace ♥	0
Sometimes you just got to punch a Bully in the mouth.	0
@TakeAStand2Day  No problem and thank you for what your doing about bullies and I will take a stand against bullying. (Thang again).!!!!!!!!	0
How To Stop Bullying - Information You Need: Bullying no longer happens just on the school playground. The probl... http://bit.ly/oEuF3G	0
«@keystonepol Philadelphia's Anti-Bullying Programs a Model for Nation http://t.co/XQU0KIs #papolitics»	0
Seriously, does anyone who's worked not have a story about workplace #bullying from some time in their career? Just curious.	0
@djlogansama u lot should be bullying that league man.	0
Mad that someone I'm not fond of is in one of my classes. #Bully	0
@YNWA_16 @alexrpayne im not talking to you anymore, you just bully me :P	1
I liked a @YouTube video http://youtu.be/XNexgyfuTnc?a Taeyeon and Sungmin bullying Sooyoung's Minnie Mouse (hyper muc	0
#bb13 WOOHOO I'm so glad Jeff got evicted. He thinks he can say & do what he wants to people. He's such a bully. Aww Dani ur girls came thru	1
[Fan]: My friend keep bullying me huhu [Jonghyun]: Who is that, bring him/her over~! #JjongUFOReplies	0
Bully of the playground, I will not let you slide BITCH !	0
@x_aye_itsTAY ur seven feet tall when u stand on top off TWO chairs lol and yes i remember u gettin bullied like the lil person u are! haha	1
the WWE having an anti-bullying campaign will never, ever make a single ounce of sense.	0
I favorited a @YouTube video http://t.co/30nSkfD Pink - Perfect (AHMIR cover) - Anti-Bullying video	0
Damn, Kurt Cobain got bullied because people thought he was gay cause he hung with a gay kid. Fucked up.	1
@Dnl2Silva bullying u.u KKKK acho justo	0
@Shiying_  only know how to torture & bully me	1
@LeadingWomen tears at work come from bully bosses. Change the boss or change your job. Cry for our country, then go do something about it!	0
TAMPA: JUL 8: NOW BOOKING: @ScrapBoyz Anti-bully Awareness Tour f. @DJUnk_ItsAgo http://conta.cc/jyUz5a: 404-532-9232	0
@bellathorne143 I love how much confidence you have. I don't have any because i feel like such a loser when ever i get bullied in school.	1
Trade of the Day: Gold Miners $GDX Bullish Spread http://t.co/GGMR9TA $$ $options	0
“@Fino76 @MrsStev0 @guinners1 ha! Paul did start the bullying with the smart comment from the original tweet ha!  #saynotocyberbullying ha!	1
@YoHoeLikesMeTho lol you're a bully	1
@L_L_Q_98 hhaha yes, anyone bully you call me hor.	0
So The White Gurls Bully The Black Gurls On #BGC? O_o	0
Online bullying: back to school means back to reality - Sync (blog) http://t.co/qiPHXrQ #family	0
@Dr_coxy bullied	0
I beat that pussy up&it don't fight back im a bully.lol @PlainJanee101	0
@HeKissNonMYtatZ lmao..dats how my lil hoe is ...she terrible doe..n she a bully lol	1
Ridgewood school district adjusting to new anti-bullying policy: New Jersey's Anti-Bullying Bill of Rights Act will... http://t.co/IPcClLx	0
@AudreeJo this issue is mostly that James Potter is a bully, even in the Petunia/Vernon backstory he is very unlikeable	1
Lol the bully @100MeatHer_Dash is at it again! And she's really good you have to just listen	1
Cyber bullying is not the way!!	0
@ENNNNNNQI LOL! bully siol!	0
Reblog if you are against bullying - › this must have more notes http://t.co/CCAmcop	0
my cousin called me a bully :( http://t.co/QteOE9W	1
Kids across Green Country are headed back to school wearing yellow for Lets take a stand against bullying :). Do... http://t.co/JzApYDE	0
Be a friend to the person who is being bullied: talk with them, sit with them at lunch, play with them at recess. #stopbullying	0
I've bought one of those anti-bullying wristbands. Well, when I say 'bought', I snatched it off some short fat ginger kid...	1
i have a bully but she will remain nameless until she takes my lunch money again	1
#NEWMUSIC Ca$h Feat. DanMan Tha Bully - "Throw It Up" - http://twitrax.com/s/omehf4	0
@JosephJ89 bully - pouts-	1
Secret's Anti-Bullying Campaign Appears to Get Facebook Fans Engaged: Procter & Gamble Co.'s Secret deodorant ap... http://bit.ly/nv26a2	0
Australia Spends Two Months Deciding Whether Red M&M Is a Bully http://bit.ly/nCtrgd #Advertising	0
@GraceNgDreamer I want sister lor!! Kor not good de bully me one!	0
Bullying hurts! Rt if u want it to stop!	0
@IphannieBGentle lmaooooo, girl no I'm no bully.	1
Trust me bella people will stop bullying in general if we can get more people to take a stans against it im with you @bellathorne143 :)	0
@VillaRunner But don't follow this guy. He's a bully. With a scary, 'i don't give a fuck' pic. Avoid at all costs.	1
Read my response to "Pass This On If You Are Anti-Bullying. #NOH8 ♥": http://4ms.me/oft1SW	0
